Rank,Resume Index,Resume Text
1946,1458,"ENGINEERING LAB TECHNICIAN
Career Focus
My main objective in seeking employment with Triumph Actuation Systems Inc. is to work in a professional atmosphere where I can utilize my
skills and continue to gain experience in the aerospace industry to advance in my career.
Professional Experience
Engineering Lab Technician
 
Oct 2016
 
to 
Current
 
Company Name
 
ï¼​ 
City
 
, 
State
Responsible for testing various seat structures to meet specific certification requirements. Â 
Maintain and calibrat..."
1947,2220,"COMMUNICATIONS CONSULTANT
Summary
Client-focusedÂ communications professional with 10 yearsÂ 
 
of internal communications, marketing, and public relations experience. Committed
to producing results that deliver a unique blend of creativeness, strategy, and influence to advance company goals.Â 
Technical Skills
Healthcare industry experience supporting health plans, hospitals, and medical groups.
Experience in internal, external, and executive communication.
Proven track record in communicating ..."
1948,1829,"FIELD BASED NURSE CHART REVIEWER - HEALTHCARE INFORMATICS
Professional Summary
Seventeen years of nursing experience from multiple different facilities and hospitals: Diverse background in nursing as a Registered Nurse.
Registered Nurse Manager
Experience
Field Based Nurse Chart Reviewer - Healthcare Informatics
 
July 2010
 
to 
Current
 
Company Name
 
ï¼​ 
City
 
, 
State
Founder, CEO, Director of Nursing and Business Operations Provide high quality nursing care to individual and corporate cl..."
1949,1442,"SENIOR MARKETING MANAGER
Executive Profile
Savvy Marketer with over 12 years of experience helping sales teams fill their funnel with high quality leads. My ability to take a growth hacking
approach to lead generation has helped meÂ lead teams to exceed objectives within every aspect of the customer lifecycle. My passion for
marketing is centered around customer acquisition, brand awareness and nurturing growth through business development & strategic partnerships.
Skill Highlights
Partner Marke..."
1950,1090,"SENIOR CONSTRUCTION & SAFETY PROJECT MANAGER
Summary
To obtain a project management, sales / marketing, construction management position where I can fully utilize my education, training and
experience while making a significant contribution to the success of my employer. Result oriented professional with over 30 years in construction
management, highly developed oral and written communication skills, and a progressive track record of success. Proven ability and effectiveness in
construction mark..."
1951,2279,"SALES ASSOCIATE
Summary
My goal is to become associated with a company where I can utilize my skills and gain further experience while enhancing the company's
productivity and reputation.
Skills
Effective at multitasking
Works well independently and in groups
Excellent Computer skills
Organized
Fast learner
Personable
Customer orientated
Interpersonal communication
Experience
Sales Associate
 
, 
11/2018
 
to 
Current
 
Company Name
 
â€“ 
City
 
, 
State
 
Analyze and properly process product r..."
1952,2230,"MANAGER, INDUSTRY ANALYST RELATIONS
Summary
Creative communications professional with over a decade of experience in planning and implementing strategic, results driven communication
programs that integrate traditional public relations with emerging social and digital media communications strategies. Extensive experience in
semiconductor, wireless networking, telecommunications, cloud computing and PCB design market segments.
Skills
Proficient in Microsoft Office Suite
Experienced with multiple ..."
1953,1400,"DIGITAL COMMUNICATIONS SPECIALIST
Summary
Digital communications professional with over 10 years of experience seeking a new opportunity where I am able to use and expand my
experience in writing and editing, online marketing, social media strategy and management, blogging, and web content management.
Skills
Solid knowledge of AP Style
Excellent knowledge of use of Microsoft Office - Excel, Word,
PowerPoint, Outlook
508 compliance
Website content management with OpenSource platformsÂ 
Proficient..."
1954,2259,"MARKETING COORDINATOR
Professional Profile
Results-orientedÂ Marketing proffesionalÂ who drives company growth through creative and innovative marketing strategies.Â 
Qualifications
Tactical Planning
Marketing and sales specialist 
Retail Marketing
Organized and efficient 
Advanced computer proficiency (both PC and Mac) 
Customer Relationship Management (CRM)
Excellent communication skills
Goal-oriented
Business negotiation
Inspiring team leader
Bilingual in 
English - Spanish
Financial reportin..."
1955,875,"BUSINESS DEVELOPMENT MANAGER
Summary
Innovative bilingual sales executive with more than 6 years of sales experience in Mexico and USA Successful at acquiring, expanding and
managing key corporate accounts Core Qualifications Excellent Customer Service Skills 
Excellent research abilities Customer Retention
Negotiation Skills Tactfulness Â​ to generate positive company image 
Contract review
Experience
Business Development Manager
 
05/2010
 
to 
Current
 
Company Name
 
City
 
, 
State
Responsi..."
1956,2126,"ASSISTANT INFORMATION TECHNOLOGY (IT) DIRECTOR
Summary
A high performing and energetic portfolio, program, and project management professional with proven track record and consistent commendations
for delivering large-size mission critical programs and projects of excellent quality in very political and lean environments. Innovative leader and
very adept in agile strategic planning and analysis to optimize operations and push forward new business initiatives through a winning collaborative
appro..."
1957,637,"ENTREPRENEUR GENERAL MANAGER
Professional Summary
Airport Operations Safety and Training Coordinator
 Â with management experience and exceptional people skills. Versed inÂ 
 accident
investigation and analysis to develop action plansÂ 
 Â and 
initiatives to address accident trends
 . Desires a challenging role as a 
Safety Training
Manager
 .
Experience
Entrepreneur General Manager
 
, 
12/2011
 
to 
12/2015
 
Company Name
 
ï¼​ 
City
 
, 
State
Conducted analysis to addressÂ 
 loss of revenue..."
1958,1805,"RECEIVING MANAGER
Summary
Reliable Manager demonstrating high level of ownership and initiative. Possessing exceptional work ethic and desire to go above and beyond to
exceed company expectations. Offering knack for building productive working relationships. Successful in fast-paced, deadline-driven
environments to manage goals and team development. History of thriving in team-oriented environments.
Skills
Customer service
Fluent in Spanish
Equipment operations
Stockroom organization
Processing ..."
1959,1256,"LIGHTING DESIGNER
Professional Summary
Computer savvy and proficient with design tools for Architecture and Electro-Mechanical Design 
[Job Title]
 
who continually searches for new
inspiration and stays savvy on current design trends. Proficient in Adobe InDesign, SketchUp and Rhino. 
[Job Title]
 
whose multi-faceted specialty
ranges from design of accessories and furniture to lighting design. Motivated Visual Merchandising Designer involved in all stages of design from
product inception and d..."
1960,103,"ACCOUNTANT
Summary
A detail oriented, efficient accountant that excels in managing multiple tasks in fast paced environments.Â  A proven track record in meeting
deadlines, streamlining processes and promoting a positive work environment.Â  Articulate communicator known for delivering excellent customer
service both internally and externally.Â  Self-motivated team player who demonstrates a high level of quality work and professionalism
Education
Bachelor of Science
 
:
 
Accounting and Informatio..."
1961,931,"CHEF AND RESTAURANT MANAGER
Summary
Chef withÂ 15 years ofÂ highly recognizedÂ Â work in catering and restaurant management in 4 star hotels and leading restaurants. Specializes in
creating menus that attract and retain customers for events and parties. Looking for a challenging role in culinary management.
Highlights
Focus on portion and cost control
High volume production capability
Orchestrated a successful profit and loss
statement
Inventory management control
ServSafe certified
Utilized sys..."
1962,618,"CONCIERGE/DOORMAN
Summary
Experience working in concierge, military, general office, international & domestic shipping. Excellent interpersonal communication, customer
service, and office support skills. Windows/DOS, MS Office, Data Entry, Internet and Internet Research Skills.
Skills
Friendly & Informative with residents, guests, and staff.
Quick to respond.
Strong sense of accountability.
Achieves business and individual developmental goals.
Able to handle medical emergencies & technical probl..."
1963,1170,"CONSULTANT
Professional Profile
To obtain a tax accountant position that offers me the opportunity to actively apply the knowledge and skills developed during my 9-year career in
an international company.
Qualifications
Microsoft Word, Outlook, OneSource, OneNote, CorpTax, Oracle, PeopleSoft, CCH, BNA Excel - Pivot Tables, VLookup
Experience
July 2015
 
to 
September 2015
Company Name
 
City
 
, 
State
 
Consultant
Projections and Forecastings Analysis Foreign Source Income Sec 904 Foreign Tax C..."
1964,1399,"VP DIGITAL MEDIA SERVICES AND CONTENT DISTRIBUTION
Professional Summary
""A cross-functional product, operations & technology leader executing at the intersection of media, multi channel distribution, IT Services, and the
consumer."" 
Transformation & Leadership-
Skills
Work History
01/2009
 
to 
01/2010
VP Digital Media Services And Content Distribution
 
Company Name
 
â€“ 
City
 
, 
State
 
Led SaaS file based workflow post production, editing, packaging, distribution, and content servicing P&L..."
1965,1000,"CO-OWNER/MANAGER/ CHEF
Professional Summary
Thank you in advance for allowing me to respond to this amazing opportunity. Creative, motivated and relationship-oriented individual who enjoys
empowering others to reach personal and business goals. Works well in an environment that emphasizes creativity, autonomy, and decision-
making. Possesses the ability to organize, plan and execute ideas from conception to completion. 
Utilizes a unique blend of strengths from artistic
to communicative to fulfi..."
1966,2214,"HOSTESS
Professional Summary
Undergraduate student completing a bachelor's degree in August 2016 that practices efficient project and time management skills, leadership, and
experience with various fields of work. Multiple job experiences in curating, social media, marketing, and public relations. Able to adapt in new
and unfamiliar territory. Detail-oriented with strong technical skills and the ability to learn concepts quickly who also exhibits excellent
communication skills ad strong motivati..."
1967,2258,"MARKETING AND COMMUNICATIONS DIRECTOR
Core Accomplishments
communications plans. Managed budgets from $200k to $10 million. Outstanding work ethic and organizational skills
Professional Experience
Marketing and Communications Director
 
01/2014
 
ï¼​ 
Current
 
Company Name
 
City
 
, 
State
Creates compelling, persuasive, relevant, and accurate communications content that increases the public's engagement with the organization
(in collaboration with members of the National Marketing and Communi..."
1968,2250,"UNIT PUBLICIST
Summary
To utilize and further develop the skills acquired through significant work experience in the fields of public relations, marketing, advertising, fashion
and event planning. 
[Willing to travel]
Skill Highlights
Media relations
Special events planning
Public relations expert
Project management
Promotional campaigns
Enthusiastic and dedicated team player
Problem solving
Exceptional writer
Organized and efficient
Deadline-driven
Experience
12/2010
 
to 
05/2015
Unit Publicis..."
1969,2206,"GENERAL MANAGER
Professional Summary
Manager with 
seven years of experience coordinating office management and special projects with a high degree of efficiency. Serve as point
person for Directors, staff, clients, and vendors to ensure proper lines of communication. Maintain excellent communication skills, problem
resolution abilities, and a high-level of confidentiality. Excellent Customer Service, Accounting & 
Basic Book-keeping, Processing Payroll, Client
relations experience. Analytical &..."
1970,1633,"FINANCE MANAGER
Highlights
Essbase
PeopleSoft
Tableau
Access
Excel
Hyperion
Experience
Company Name
 
July 2014
 
to 
Current
 
Finance Manager
 
City
 
, 
State
Develop financial models for Professional Lab Services (PLS) management team and assists in the preparation of business cases for new lab
management deals.
Reviews deal models and underlying assumptions to ensure effective financial decisions are being made.
Spearheads monthly actual to budget financial analysis and capital expenditure ..."
1971,502,"AUTOMOBILE TRANSPORTER
Professional Summary
Dedicated, responsible Class A driver 
with a clean driver's license. Self-motivated and customer-focused.Exceptional leader talented at leadership,
communication, and management skills. Excellent team player with over 20 years of experience in the military and trucking industry.Talented
Mechanist Tech with more than 8 years of experience developing and executing maintenance programs. Excellent troubleshooting skills. Areas of
expertise include mechani..."
1972,1737,"INTERN
Professional Profile
As aÂ resultsÂ driven fitness trainer and coach with more than 4 years of relevant experience in the fitness field; IÂ maintainÂ a passion for
developing programs that improve fitness, improve stamina, and develop healthy living styles.Â My strong customer service skills, written and oral
communication abilities, and organizational attributes will help me advance in a fitness and wellness based career.
Qualifications
Proficiency in 
Microsoft Word, Excel, and PowerPoi..."
1973,307,"SHOE DEPT. LEAD SUPERVISOR
Accomplishments
KELLERMEYER BERGENSONS SERVICES, M aumee, OH.
Crew Member, Aug 2012 Â​ Oct 2013 Service, clean, or supply restrooms.
Gather and empty trash.
Clean building floors by sweeping, mopping, scrubbing, or vacuuming.
Follow procedures for the use of chemical cleaners and power equipment to prevent damage to floors and fixtures.
Mix water and detergents or acids in containers to prepare cleaning solutions, according to specifications.
Notify managers concerning..."
1974,325,"CASHIER
Professional Profile
Responsible Cashier experienced at managing front of store needs in busy environments. Friendly and energetic with strong communication and
organizational abilities. Seeking role of increased responsibility where strengths in service and sales will be valuable.Results-oriented Cashier
motivated to exceed expectations and deliver exceptional service to meet all customer needs. Resourceful professional with history of increasing
business revenue and decreasing shrinkag..."
1975,673,"BUSINESS BANKING SPECIALIST
Summary
Top-performing professional with over 6 years experience in banking and finance. Seeking to take the next step in my career as a Regional
Banking Branch Manager 2. Prior experience in a role as a business advocate Basic knowledge and understanding of retail and/or small business
products and strategies Knowledge and understanding of mortgage industry and retail banking operations Experience sourcing small business
clientele Ability to provide exceptional custo..."
1976,1134,"CONCRETE LABORER/FINISHER/OPERATOR
Professional Summary
Versatile Concrete Laborer accustomed to working in various environments and taking on multiple tasks. Exceptional work ethic, stamina and
reliability. Offering many years history of construction experience, excellent attendance record and reputation for reliability. Hardworking Concrete
Laborer adept at completing tasks quickly and correctly to maximize team productivity and job efficiency. Knowledgeable about mixing, pouring
and smoothing..."
1977,2298,"SALES
Summary
Extremely loyal, ambitious and a hard working individual looking to leverage my high level of customer service skills to excel in a professional sales
environment.
Experience
Sales
 
January 2014
 
Company Name
 
ï¼​ 
State
Care Wear Uniforms 
2014 Â·Replenish product bins and product racks.
Load/Unload vans a various hospitals.
Set up ""retail"" type stores in said various hospitals.
Inform customers about new product.
Assist customers with their purchases.
Receiving and preparing p..."
1978,1012,"EXECUTIVE CHEF
Executive Profile
An executive chef offering outstanding presentation, communication and cross-cultural team management skills. High-energy, results-oriented
leader with an entrepreneurial attitude.
Skill Highlights
Brand Development
Butchery
Cost Control
Farmer Relationships
Mentor and Development of Culinary Talent
Recipe Research and Development
Ingredient Procurement
Core Accomplishments
Launched Over 5 hotel/resort openings or re-development concepts
2015 Food Network â€œBeat..."
1979,465,"RDA
Professional Summary
Â Â Â Â I am a very dependable, hardworking team player. I get along easily with all types of people. As I pursue my career as a Dental
Assistant I am looking for an experienced level position while I renew my RDA license.
Licenses
Â X-Ray Certified
Certifications pending RDA, Coronal Polish and Pit and Fissure Sealant
Invisalign Certified
â€‹
Dental Skills
4-Handed 
Dentistry
Preventative 
Care
Instrument Sterilization
Diagnostic 
X-Rays
Infection 
Control
Ortho
Emergen..."
1980,1688,"MANAGER OF FINANCE
Summary
Experienced Certified Public Accountant (CPA) with extensive financial and audit experience. 
I have a proven track record to improve monthly
financial close processes; analyze financial results for areas of opportunity; and audit financial activities to identify potential financial misstatements
and internal control weaknesses. 
Strengths include: *Financial analysis & reporting *Financial management *Budget preparation & management
*Revenue management *Highly organiz..."
1981,970,"EXECUTIVE CHEF
Professional Summary
Energetic culinary professional with a blend of creativity, passion for food and exceptional cooking skills. Works well as a dynamic leader in high-
pressure settings.
Skills
Strong attention to safe food handling procedures
Chef at 
The Cork Tree
 , awarded best restaurant in 
West Ways MagazineÂ 
Employed at 
Bing Crosby's
 , featured in
 Â Desert Sum MagazineÂ 
 ""Chefs Surprise"" column
August 2008
Beautiful presentation of food
Food presentation talent
Hosp..."
1982,887,"BUSINESS DEVELOPMENT SPECIALIST
Summary
Retirement Benefits Specialist with over 10 years experience administering benefits for large corporations and government employees, delivering
solutions at varying levels as they pertain to the diverse knowledge base of the employees I assist. Have extensive experience in delivering benefit
plan rules and regulations as well as federal and state laws to a diverse population. Highly detailed and self motivated who is detail oriented and
well organized.
Exp..."
1983,1520,"ENGINEERING INTERN
Professional Summary
Petroleum Engineering Graduate and Military Veteran seeking a full-time position in an organization that will allow for professional growth, a long
career, and meaningful employment. Over 4 years of operations and management experience and 6 months of Engineering Internship experience
working on multi-million dollar projects. Highly-motivated and quick learner. Can perform in fast-paced environments, make sound decisions, and
direct and provide personnel w..."
1984,1412,"DIGITAL PROJECT MANAGER
Highlights
HTML, CSS, MS Office, Magento, Simparel, Active Collab, AS400, Visuality Pro 
- Familiar with Google Analytics, Photoshop, Axure and
FTP systems 
- Managed integrations with: KWI, Blue Cherry, Avalara, Smart Focus, Exact Target, Quiet Logistics, Bergen Logistics, Pay Pal,
Authorize.net and International Checkout
Experience
DIGITAL PROJECT MANAGER
 
01/2015
 
to 
Current
 
Company Name
 
City
 
, 
State
Liaison between the Creative Marketing Studio and E-commerc..."
1985,2221,"PUBLIC RELATIONS EXECUTIVE
Professional Summary
A highly skilled public relations, communications and special events executive with 15 +years of public relations, business development and
operations experience. She has strong strategic thinking and planning skills; able to achieve goals with high efficiency and within tight parameters.
Outstanding interpersonal management skills; establishes rapport and credibility quickly. Ms. Alexander has excellent team and project leadership
qualities. Highl..."
1986,208,"PATIENT ADVOCATE
Summary
Seeking an opportunity in an Management/HR DepartmentÂ where my professionalÂ experience and education will allow me to make an
immediate contribution, as an integral part of a progressive organization.
Education and Training
HealthCare Administration- Human Resources
 
, 
2017
 
Herzing University- Online
 
ï¼​ 
City
 
, 
State
 
, 
Unitted States
Bachelor of Science
 
: 
Management - Human Resource Management
 
, 
2009
 
Kaplan University
 
ï¼​ 
City
 
, 
State
 
, 
Un..."
1987,2008,"HR MANAGER
Highlights
SENIOR HUMAN RESOURCES STRATEGIST / RECRUITMENT MANAGER
Talent Management | Strategic Recruitment Planning
Organizational Development
Top-performing Human Resources Professional with 10+ years of experience providing innovative and results-driven leadership within
small and large organizations. Proven ability to effectively communicate with staff on all corporate levels, create and inspire positive
relationships, and build solid teams of professional employees.
Expert in de..."
1988,1858,"DIRECTOR OF APPLICATIONS
Profile
Accomplished Healthcare Professional with an exemplary background in Healthcare IT. Progressive leadership experience in Healthcare IT.
Proven ability in strategic planning, business requirements gathering, creating roadmap with short term and long term goals, budget estimation and
management, negotiation, return on investment and return on value analysis. 
Proactive leader with an excellent work ethic and commitment to
exceptional customer service.
Skills
Gradua..."
1989,1893,"DINING SERVICES COORDINATOR
Professional Summary
I have worked in fine dining, in hotels, for more than half of my career, and I also have experience in the hospitalsetting. I have been in the elderly
care field for the last 20 years. I have menu creativity, and I can work a smallbudget or a large one. I don't believe in waste, therefore I will use
leftovers to create wonderful soups sauces and salads.
Expert in managing kitchen staff and preparing foods at reduced cost without compromising qual..."
1990,983,"ACCOUNT DIRECTOR
Summary
Dedicated professional with experience necessary in food and beverage for excellent guest service. Seeking to deliver great service and great food
while maintaining the financial responsibility and core standards of any operation.
Highlights
Certified Executive Chef
Certification in Nutrition
Certified in Human Resource Management and Supervision
American Culinary Federation Member
Certification in Professional cooking theories
Graduate of the Culinary Academy of South D..."
1991,1694,"FITNESS INSTRUCTOR
Professional Summary
Dynamic, entrepreneurial sales executive with a record of achievement and success driving sales growth in highly competitive markets. Solid
background securing key clients and increasing product distribution to grow market share. Steadfast in building new business, securing customer
loyalty, and developing strong relationships with external business partners. Well organized with a track record that demonstrates self-motivation,
creativity and the initiativ..."
1992,281,"PROGRAM ANALYST
Professional Summary
As a key member of the Stakeholder Relations Branch tasks involve performing analysis and providing strategic advice on relevant policies and
frameworks in order to enhance the capacity to engage stakeholders as active members of Food and Nutrition Service's (FNS) partner network.
Core Qualifications
Microsoft PowerPoint, Word, Excel and Publisher Webinar Applications (Livemeeting, OnStream Media, and ReadyTalk) Video and Photo
Editing (Camtasia, Adobe Photos..."
1993,796,"BUSINESS DEVELOPMENT MANAGER
Experience
January 2014
to
Current
Company Name
 
City
 
, 
State
 
Business Development Manager
Platform for video content and targeted native video ads Report to COO and CRO with new business initiatives and business strategies for
publishers and advertisers.
Launched Cinema6's first campaigns, with a premium spirits brand and athletic brand resulting in 100% profit Negotiated contracts with 3rd
party vendors (Jun Group, Veeseo, Adblade, Bidtellect).
Adding clients..."
1994,2382,"SALES SUPERVISOR - SALES EFFECTIVENESS
Summary
Experienced sales supervisor and recognized training facilitator with over 25 years of sales experience in the Utility Industry. Proven track record
of implementing successful sales programs to exceed Team and Company goals.
â€‹
â€‹
Highlights
Microsoft Dynamics CRM subject matter expert
ChosenÂ to represent Sales as Â CRM Product Owner for
2018Â productÂ upgradeÂ 
Certified facilitator - 7 Habits of Highly Effective People
LEED certified (one of th..."
1995,724,"SOHO PROPERTIES, SUMMER ANALYST
Areas of Expertise
Microsoft Excel - financial modeling, PowerPoint, and Word Fluent in four Indian languages - Hindi, Tamil, Telugu and Kannada Tennis Won
multiple state and national titles as a junior and consistently ranked Top 10 in India
Work Experience
Soho Properties, Summer Analyst
 
Company Name
 
ï¼​ 
City
 
, 
State
Manhattan based Development firm Performed multiple feasibility analyses for potential residential and hotel development projects
Evaluated..."
1996,2234,"TRANSFER RECRUITER/ADMISSIONS COUNSELOR
Career Overview
Committed and motivated Administrative Assistant with exceptional customer service and decision making skills. Strong work ethic, professional
demeanor and great initiative.Executive Administration 
Develop Result Oriented Procedures Operation Management National Talent Consultant
Organizational Consulting 
Performance Expansion Strategic Business Marketing/Planning ROI & Profit optimization
Office Competencies
Microsoft Office Suite Progra..."
1997,1243,"LEASING CONSULTANT
Summary
Microsoft Office (4 years), Sales (4 years), Quickbooks (4 years), Performance Management (2 years), Accounting (4 years), Market Research
(4 years), Marketing Strategy (4 years), Marketing Communications (4 years), Financial Analysis (4 years), Public Relations (4 years)
Accomplishments
To Whom It May Concern, My name is Vincent Hall, and I hate the ""One-Size-Fits-All"" approach to business.
When marketing doesn't feel like marketing, and people organically connect to ..."
1998,634,"BANK TELLER
Professional Summary
Personable, high-energy nursing professional. An ambitious individual who has a demonstrated ability to address patient's needs in a timely manner.
Proven success in dealing with patients and families from different backgrounds. Eager to work in a busy environment to achieve the highest level
of patients' satisfaction.
Licenses
CPR certified through American Heart Association
Skills
Medical Terminology
Vital Signs & Patient MonitoringÂ 
Electronic Health Record
H..."
1999,2232,"PUBLIC RELATIONS INTERN
Summary
Team leader and developer with over five years' experience in management, sales, customer service and achieving positive outcomes as a result of
integrity, hard work, and innovative thinking. Highlights of qualifications include: Professional experience serving on teams receiving regional and
national recognition for excellence. Proven leadership and motivation ability through management and volunteer roles. Strong verbal and written
communication skills. Experien..."
2000,2447,"SCIENCE TEACHER
Summary
Dedicated Teacher adept at challenging students to reach their full potential. Ensures that every student is progressing and is held to high
expectations.
Highlights
Skills:
Computer Proficiency in Microsoft word Excel, and Power point
Lesson planning expertise
Tutoring experience
Standardized testing
IEP familiarity
Experience
09/2005
 
to 
Current
Science Teacher
 
Company Name
 
ï¼​ 
City
 
, 
State
7th and 8th Grade
Implemented 8th grade curriculum through various met..."
2001,552,"CUSTOMER SERVICE REPRESENTATIVE
Summary
To obtain a position that will enable me to use my organizational skills and ability to work with people, in a stable environment that will lead to a
lasting Â  relationship.
Experience
January 2014
 
to 
Current
 
Company Name
 
ï¼​ 
City
 
, 
State
Phoenix Aviation has provided me with an extensive knowledge of aviation 
amongst multiple product lines; while remaining task oriented
and working 
as a team member.
I currently work with the Agriculture, Com..."
2002,1723,"REHABILITATION SPECIALIST / MASSAGE THERAPIST
Career Focus
To obtain admittance into the Masters of Science in Health Science and Rehabilitation program at Rocky Mountain University.
Education
Therapeutic Massage and Bodywork 
, 
2013
 
Nevada School of Massage Therapy
 
ï¼​ 
City
 
, 
State
4.0 GPA
Bachelor of Science
 
: 
Human Performance
 
, 
2012
 
Florida Gulf Coast University
 
ï¼​ 
City
 
, 
State
Elected as Student Government Senator for the College of Health Professions.
Selected to Om..."
2003,1998,"DIRECTOR OF HR
Executive Profile
Ambitious Human Resources Generalist who creates strategic alliances with organization leaders to effectively align with and support key business
initiatives. Builds and retains high performance teams by hiring, developing and motivating skilled professionals.
Skill Highlights
Customer-oriented
Professional Experience
Director of HR
 
January 2013
 
to 
Current
 
Company Name
 
ï¼​ 
City
 
, 
State
Directly report to the CEO and VP of a 65-year old real estate pr..."
2004,388,"DIRECTOR OF PR & SOCIAL MEDIA
Executive Profile
Dynamic and results-driven Senior Public Relations Executive with 
over 7 years of experience in impacting brand presence, performance and
profitability internationally. Strategic leader with notable success in 
development and execution of public relations, marketing & social 
media
campaigns. Well-connected individual with an extensive global 
network of editors, journalists, stylists, producers, talent agents and 
fashion
influentials. Well-vers..."
2005,868,"BUSINESS DEVELOPMENT MANAGER
Highlights
ADDITIONAL SKILLS
Fluent in 4 European Languages: English, French, Italian and Greek.
Proficient in Microsoft and Mac platforms. Good knowledge of Google docs, Quicken and Tradeware's ordering, shipping and
transportation management system.
Involved in various functions and fundraisers in the school's PTA. Chaired the Ross School's most successful Auction in 2011 raising
$250,000. Appointed 1st VP of fundraising in 2012. Also chaired the school's wine auct..."
2006,692,"ASSISTANT BANKING CENTER MANAGER
Accomplishments
Outstanding Bank Manager
Experience
Company Name
 
January 2011
 
to 
October 2014
 
Assistant Banking Center Manager
 
Oversaw a team of five bankers that executed all sales activities; established and achieved sales goals through effective sales management
techniques. Recruited, trained, and mentored staff on client profiling, conducting sales meetings, and closing deals.
Exceeded goals and expectations; conducted skills assessment, performance ..."
2007,13,"ACCOUNTANT
Professional Summary
Emerging accounting professional ready to develop career foundation with expanding operation. Dedicated to keeping records accurate and
controls tight to meet all business needs. Systematic and well-organized with strong attention to detail, mathematical acumen and GAAP
knowledge.
Skills
Microsoft Office
Account Reconciliation Processes
Financial statements
Interpersonal, active-listening, and critical thinking skills
Proficient in Polish language
Data Entry
Super..."
2008,1021,"SENIOR SOUS CHEF
Summary
Chef with nine years of culinary experience andÂ eleven total years of hotel experience. Skilled in leading and Raised banquet quality of food at the
Renaissance Grand in St.Louis 39 points in a 6 month period Executed planned events such as Nola goes pink, Essence Fest and also New
Orleans Food and Wine Festival motivating a team and consistently meeting my GSS quality of food goals.
Highlights
Trained in Sous Vide cooking
Menu development
Talent development
Atlas
Exper..."
2009,1750,"FITNESS SPECIALIST
Summary
Energetic Personal Trainer with educational background in Physical Education,Â Sport TrainingÂ and exercise Swimming. 
Experienced Personal
Trainer withÂ 
 10
 
years conducting one-on-one training sessions in an upscale fitness studio. Advanced training in metabolic testing, nutrition and
weight management consulting.
Highlights
Fitness assessments
Body Mass Index (BMI) knowledge
Understanding of body fat tables and BMI
Fitness equipment operation
Weight management ex..."
2010,1771,"FITNESS COORDINATOR
Objective
Seeking a challenging environment, which allows me to contribute to the continued success and growth of the organization. 
To obtain a position
that will provide me with the opportunity to apply my education, administrative, & fitness experience, and grow as a professional.
Education
May 2012
Master of Science
 
: 
Recreation Administration - Concentration: Facilities Management
 
WESTERN KENTUCKY UNIVERSITY
 
ï¼​ 
City
 
, 
State
May 2010
Bachelor of Science
 
: 
E..."
2011,845,"DIRECTOR OF BUSINESS DEVELOPMENT
Professional Summary
Extensive experience in LTAC Marketing in a hospital setting. Ability to build strong rapport with physicians, patient's families, case managers and
health care community. Managed and lead team of clinical, admissions and marketing liaisons and efficiently communicated patients' needs to
clinical staff. Expert in planning and executing marketing strategies to build relationships in new territories and increased referral sources. Track
record ..."
2012,346,"ASSISTANT STORE MANAGER
Core Strengths
Visual retail experience in fashion and design
Experience in store remodel, store reopening, store transition
Stamina to engage in frequent lifting
Ability to interpret a variety of diagrams
Microsoft Office, MS Word, MS PowerPoint, MS Excel, MS Publisher, MS Outlook
Adobe Photoshop, Karat, CAD, Easy Weave, Easy Knit, Color Reduce and Clean
Fashion Illustration, Flat Pattern Design
Work Experience
10/2010
 
to 
Current
Assistant Store Manager
 
Company Name..."
2013,1957,"HR DIRECTOR/ADMINISTRATOR
Executive Profile
A self-motivated individual with over 20 years' experience successfully managing a myriad of diverse enterprises. 
Major strengths include the ability
to rapidly set-up, organize, and oversee new offices, provide expert document control, excellent meeting planning skills, and the ability to liaise
among diverse entities.
Skill Highlights
Small business development
Project management
Leadership/communication skills
Employee relations
Self-motivated
Staf..."
2014,1276,"DESIGNER STYLIST
Summary
High-achieving Sales Associate offering an extensive background in customer service, sales, client relations and merchandising. Self-directed and
self-motivated team player who also works well independently.
Highlights
Reliable and punctual
Cash handling accuracy
Organized
Time management
Detail-oriented
Strong communication skills
Flexible schedule
POS systems
Energetic self-starter
Excellent communication skills
Experience
02/2014
 
to 
11/2014
Designer Stylist
 
Compa..."
2015,1131,"STAFF SERGEANT (E-5), PAVEMENT & CONSTRUCTION EQUIPMENT CRAFTSMAN
Summary
Solutions-focused, versatile management professional veteran offering a comprehensive background supporting U.S. military operations in roles of
increasing responsibility during a 8-year career in the United States Air Force. 
Effective communicator who quickly masters new roles and
technologies to achieve positive results.
Â 
Experience
Staff Sergeant (E-5), Pavement & Construction Equipment Craftsman
 
12/2012
 
to 
Curr..."
2016,690,"LEAD TELLER
Summary
Bank Teller experienced in fast-paced financial environments. Focused on maintaining high levels of accuracy and efficiency, as well as achieving
branch goals. 
My goal is to gain more hands on experience withinÂ the chosen work . 
I would like to expand my knowledge base, to advance in
position and gain recognition.
Highlights
Exceptional customer service
Excellent communication skills
Sales expertise
Strong sense of banking ethics
Practiced knowledge of bank security system..."
