Rank,Resume Index,Cosine Similarity,Recruiter Feedback,Candidate Feedback,Resume Snippet
2379,2373,0.002259027549111191,"Semantic Similarity Score: 0.08. Matching Keywords: experience. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","SALES ASSOCIATE 
 Skills 
 Motivated Seller Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
 Customer Service Oriented Â Â Â Â Â Â 
 Attention to Â Â Â Â Â Â Â Â Â Â Â Â 
 Quick Learner Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
 Retains Information with ease Â Â Â 
 Commitment to Professionalism 
 Persuasive Communicator Â Â Â Â 
 Summary 
 Motivated strategic sales professional with three years of experience . Focused , driven and detail oriented with great communication skills . Works 
 well as an independent associate..."
2380,2292,0.0022410698909774013,"Semantic Similarity Score: 0.06. Matching Keywords: experience, analysis. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, software, strong, solving, data, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, software, strong, solving, data, problem, engineer, abilities, demonstrate, world, machine, learning.","SALES 
 Summary 
 Dedicated security enforcement professional with more than 5 years managing security teams and 20 years protecting professional environments . 
 Personable leader who comfortably interacts with people from diverse cultures and backgrounds . 
 Highlights 
 CPR and Child CPR Training Defensive driving training 
 Report analysis OSHA training 
 Investigative procedures AED certified 
 Interviews and interrogations systemÂ from 28 to 42Â security cameras inclusive motion detector s..."
2381,617,0.0022316419464831426,"Semantic Similarity Score: 0.08. Matching Keywords: data, experience, software. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, solving, strong, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, solving, strong, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","PERSONNEL SECURITY SPECIALIST 
 Summary 
 Dedicated Security Specialist professionalÂ that possess and excutes a broad knowledge of division processes to include Personnel Security , 
 Information Security , Physical Security and Industrial Security . Â Personable leader who comfortably interacts with people from diverse cultures 
 and backgrounds . 
 Highlights 
 Joint Personnel 
 Security Asset Protection Professional Certification ( SAPPC ) Adjudication System 
 Security Fundamentals Professi..."
2382,1896,0.0022025626645593645,"Semantic Similarity Score: 0.07. Matching Keywords: experience. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","ADMIN OPERATING ROOM ADMINISTRATIVE COORDINATOR 
 Career Overview 
 Self - motivated individual with over 10 years ' experience in prioritizing and completing tasks in a timely manner , yet flexible to multitask when 
 necessary . Customer focused with diverse industry experience including insurance , non - profit and retail . 
 
 Microsoft Office ( Word , PowerPoint , and Excel ) , PeopleSoft , ADP Payroll . 
 Core Accomplishments 
 Multitasking 
 Demonstrated proficiency in telephone , e - mai..."
2383,2459,0.00218423014793246,"Semantic Similarity Score: 0.08. Matching Keywords: world, experience. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, software, strong, solving, data, analysis, problem, engineer, abilities, demonstrate, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, software, strong, solving, data, analysis, problem, engineer, abilities, demonstrate, machine, learning.","GUEST TEACHER 
 Floral Designerwrite your own title 
 I am a certified professional floral designer mentored by an AIFD founding member . I have participated and been a finalist in several National 
 Competitions . I have owned my own business in starting at The Tropicana Hotel and built my businesses to the Las Vegas Hilton and 
 Caesar 's Palace . I have innovated different buying practices by utilizing national and international auctions when supply was low and demand was 
 high . 
 Highlight..."
2384,994,0.002164249545789327,"Semantic Similarity Score: 0.08. Matching Keywords: experience, strong. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, software, solving, data, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, software, solving, data, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","
 Summary 
 Motivating Chef competent in keeping kitchen staff on task and handling high - volume work . Knowledgeable about sourcing ingredients , 
 maintaining budgets and maximizing customer satisfaction . Works with General Manager to analyze food costs and forecast business trends to 
 make menu recommendations to meet company goals . 
 Skills 
 Portion and cost control 
 Kitchen equipment and tools 
 Waste control 
 Verbal and written communication 
 Budgeting and cost control 
 Dish prepa..."
2385,1761,0.0021576898518694933,"Semantic Similarity Score: 0.08. Matching Keywords: experience. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","DIGITAL MARKETING LEAD 
 Summary 
 Digital marketing professional with experience in sales , marketing and management . Knowledgeable about e - commerce , social media and creative 
 digital design . 
 Highlights 
 Digital advertising MS Office proficient 
 Advertising Effective team player 
 Customer service - oriented Dependable and reliable 
 Excellent written and verbal communicator under pressure 
 Experience 
 Digital Marketing Lead 12/2014 to Current Company Name City , State 
 Maintain t..."
2386,541,0.002143995018303211,"Semantic Similarity Score: 0.08. Matching Keywords: experience, projects. Missing Keywords: candidate, python, expertise, real, seeking, hands, software, solving, strong, data, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, software, solving, strong, data, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","SIMULATOR TECHNICIAN 
 Summary 
 Experienced Electronic Technician with extensive knowledge in A / C and D / C theory and troubleshooting skills and technique . Avionics specialist 
 in theory of operation and repairs . 
 Highlights 
 AC / DC power and control systems 
 Excellent written and verbal communication skills 
 - mechanical proficiency 
 Superior troubleshooting skills 
 Digital circuitry 
 Test equipment operation 
 Branch circuit wiring 
 Diagnostic testing 
 Sub - panel installation..."
2387,1908,0.0021237995951444624,"Semantic Similarity Score: 0.07. Matching Keywords: experience, projects. Missing Keywords: candidate, python, expertise, real, seeking, hands, software, solving, strong, data, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, software, solving, strong, data, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","LICENSED HEALTHCARE COMMUNICATOR 
 Summary 
 To obtain a stable and growth - oriented position which will allow me to promote the profession of nursing by training and developing current and 
 future nurses . 
 Experience 
 10/2016 to Current 
 Licensed Healthcare Communicator Company Name ï¼​ City , State 
 Representing clients on a variety of projects via inbound / outbound telecommunication which includes : . 
 Providing drug product information . 
 Identify adverse events and product complai..."
2388,1191,0.0020757999366480184,"Semantic Similarity Score: 0.08. Matching Keywords: data, experience. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, software, strong, solving, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, software, strong, solving, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","SENIOR CONSULTANT 
 Experience 
 Senior Consultant , 09/2015 to Current 
 Company Name â€ “ City , State 
 Manage the relationship between CVS Health Med D enrollment operations and EGS ( Expert Global Solutions ) , contracted to process member centric requests and operational processes with 230 + employees . 
 Engage . 
 with site directors , operations managers , HR , trainers , workforce consultants , and supervisors to strategically . 
 resolve workflow and deliverable issues . 
 Ensure cont..."
2389,306,0.002069166459777804,"Semantic Similarity Score: 0.07. Matching Keywords: experience, strong. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, software, solving, data, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, software, solving, data, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","CASHIER 
 Professional Summary 
 Results - oriented , strategic sales professional with two years in the Retail industry . who is highly energetic , outgoing and detail - oriented . 
 Handles multiple responsibilities simultaneously while providing exceptional customer service . Reliable and friendly team member who quickly 
 learns and masters new concepts and skills . Passionate about helping customers and creating a satisfying shopping experience . 
 Core Qualifications 
 Cash handling accura..."
2390,970,0.0020518404938308986,"Semantic Similarity Score: 0.06. Matching Keywords: strong. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, problem, software, real, experience, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, problem, software, real, experience, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","EXECUTIVE CHEF 
 Professional Summary 
 Energetic culinary professional with a blend of creativity , passion for food and exceptional cooking skills . Works well as a dynamic leader in high- 
 pressure settings . 
 Skills 
 Beautiful presentation of food 
 Strong attention to safe food handling procedures 
 Food presentation talent 
 Chef at The Cork Tree , awarded best restaurant in West Ways MagazineÂ 
 and service industry 
 Employed at Bing Crosby 's , featured in Â Desert Sum MagazineÂ "" Ch..."
2391,1075,0.0020216272371013978,"Semantic Similarity Score: 0.05. Matching Keywords: experience. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","CONSTRUCTION WORKER 
 Highlights 
 Highly Motivated . 
 Dedicated . 
 Dependable . 
 Hard working . 
 and honest . 
 Experience 
 Company Name May 2014 to May 2014 Construction Worker 
 City , State 
 I performed demolition work by taking down the rooms , cleaning them up and getting them ready to be remodeled . 
 Company Name May 2013 to August 2013 Assembly Line Painter 
 City , State 
 Paint Shop Assembly line : E - Z Go . 
 I retrieve the parts from the paint shop and take them off the assem..."
2392,1349,0.0019600816500207436,"Semantic Similarity Score: 0.07. Matching Keywords: experience, projects. Missing Keywords: candidate, python, expertise, real, seeking, hands, software, solving, strong, data, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, software, solving, strong, data, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","GRAPHIC DESIGNER 
 Summary 
 âž¢ While working as at Meyer Sound , contributed to Marketing Team by updating and translating marketing materials , 
 updating website , and improving sales collateral . Promoted to Marketing Coordinator for Latin America . âž¢ Contributed to substantial cost 
 savings for Meyer Sound by creating ads for publication , editing graphics , and translating materials thereby eliminating the need to hire third - party 
 agents to complete this work . âž¢ Researched vendo..."
2393,2381,0.001956331464364564,"Semantic Similarity Score: 0.07. Matching Keywords: experience. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","SALES ASSOCIATE 
 Experience 
 04/2016 to Current 
 Sales Associate Company Name ï¼​ City , State 
 Help customers with their pet problems and assist them in choosing the right products for their pets . 
 06/2014 to 08/2014 
 Office Secretary Company Name ï¼​ City , State 
 Organized a storage area full of papers and transferred them into the computer for easier access . 
 Helped run errands for my co - workers and my boss . 
 02/2014 to 04/2014 
 Waitress Company Name ï¼​ City , State 
 Waited ..."
2394,2017,0.0018967327129558959,"Semantic Similarity Score: 0.09. Matching Keywords: experience. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","HR ASSISTANT 
 Summary 
 Hard Worker , Dedicated , Detailed Oriented , , Organized , and . These are just some of the many attributes 
 in which I possess as an individual . With over 5 years of experience in Human Resource administration and customer service , I have the talent to 
 quickly adapt to new challenges . Within my experience , I focused on benefits administration , payroll , career development and employment law . 
 Highlights 
 Assigned administrative assignments on a daily basis T..."
2395,761,0.001791832372405565,"Semantic Similarity Score: 0.07. Matching Keywords: experience. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","BANKING 
 Summary 
 High - energy Manager successful in building and motivating dynamic teams . Cultivates a company culture in which staff members feel comfortable 
 voicing questions and concerns , as well as contributing new ideas that drive company growth . Supervision and training relations specialist 
 Computer - savvy tasking savvy Sound judgment Team management Calm under pressure Meticulous attention to detail 
 Experience 
 Banking 
 August 2013 to Current Company Name 
 Store Manager ..."
2396,205,0.001784675504592736,"Semantic Similarity Score: 0.08. Matching Keywords: data, experience. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, software, strong, solving, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, software, strong, solving, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","DOMESTIC VIOLENCE COUNSELOR ADVOCATE 
 Summary 
 I am a responsible self - starter who communicates well and is dedicated to providing great customer service and staff support . I am comfortable 
 working autonomously or in a team - based setting . I am both calm andÂ focused , greatÂ at prioritizing , completing multiple tasks simultaneously 
 and following through to achieve project goals . Â 
 Experience 
 01/2015 - Current 
 Company Name ï¼​ City , State Domestic Violence Counselor Advocate ..."
2397,1293,0.0017225157874131054,"Semantic Similarity Score: 0.03. Matching Keywords: experience. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","GRAPHIC DESIGNER 
 Experience 
 
 January 2014 to January 2015 Company Name ï¼​ City , State 
 With a personal interest in design , Rowena served as one of the Club Officers from Fall 2014 to Spring 2015 as the Graphic Designer 
 where she designs and creates event posters not only for the club itself but also other clubs on campus . 
 Human Resource Manager - Intern 
 January 2006 Company Name ï¼​ City , State 
 Sales Person 
 January 2002 to January 2004 Company Name ï¼​ City , State 
 Educati..."
2398,1696,0.0016848093939331914,"Semantic Similarity Score: 0.09. Matching Keywords: experience, strong. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, software, solving, data, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, software, solving, data, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","RN / RN TEAM LEAD 
 Executive Profile 
 I am a self - motivated and patient focused nurse executive with a strong history of progressive leadership . I have worked in health care for the past 
 12 years and in nursing for the past 9 . I have been honored to quickly and progressively build upon my experiences to assume key leadership 
 positions . These opportunities have allowed me to lead the charge on increased facility efficiency and cost savings , while ensuring stellar quality 
 programming..."
2399,1145,0.0016124217982052276,"Semantic Similarity Score: 0.07. Matching Keywords: experience. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","CONSULTANT TO OWNER 
 Education 
 Florida International University 1984 Bachelors Degree : , State 
 Executive Experience 
 Company , State 
 Hotel , Restaurant & Marina PRESIDENT May 1979 to October 2010 
 Skills 
 BANQUET & CATERING DIRECTOR Â 
 Put together the menus for different family functions , business meetings , luncheon 's and special functions . 
 Planned and developed our breakfast , lunch and dinner menus , which we utilized for daily operations . 
 Baked and all of our menu items ..."
2400,1611,0.0015967206563336214,"Semantic Similarity Score: 0.07. Matching Keywords: experience. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","FINANCE & ADMIN MANAGER 
 Summary 
 A self - motivated person with a dynamic personality and have more than eight ( 8) years of working experience in the fields of management , finance , 
 administration , advisor , translator , and tutor . Worked with reputable international organizations for the last 5 years in different positions . Have an 
 excellent command of Dari , Persian & Pashto languages , as well as good understanding and knowledge of English , Russian , Arabic & Urdu 
 language . 
 ..."
2401,1337,0.0015803758947407882,"Semantic Similarity Score: 0.07. Matching Keywords: experience. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","FINE JEWELRY CAD DESIGNER 
 Summary 
 Two years ' experience as a fine jewelry CAD designer - Seven years ' experience as an Illustrator jewelry designer - Founder and lead designer of 
 Z LIU Design 
 Highlights 
 Z LIU Design 
 Certified in advanced Matrix 8 and T - Splines programs 
 Proficient in technical drawing , from Illustrator sketching to advanced / CAM 
 Proficient in Adobe Creative Suite along with Microsoft Office applications 
 Impeccable attention to detail and organized 
 Bachel..."
2402,1242,0.0015291548383394827,"Semantic Similarity Score: 0.07. Matching Keywords: experience. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","CONSULTANT 
 2014 
 Electrocardiogram Certification 2014 
 
 Accomplished in hematology 
 Laboratory diagnostic equipment 
 checking 
 Quality control procedures 
 work ethic 
 Professional Experience 
 11/2013 to 12/2013 
 Company , State 
 Greet Clients , Provide knowledgeable service to clients , communicate product knowledge , sales . 
 Office Manager 06/2007 to 06/2012 
 Company , State 
 Managing sales team . 
 Organizing daily logs . 
 Receiving and processing customer requests . 
 Custom..."
2403,1927,0.0015133146017788442,"Semantic Similarity Score: 0.07. Matching Keywords: experience. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","HR BENEFITS / LEAVE COORDINATOR 
 Summary 
 13 years of Human Resources experience and 27 years of administrative experience working in various settings * Professional , detail - oriented , 
 excellent time - management skills , team player , open and honest communicator , effective at maintaining confidentiality and multi - tasker . 
 Skills 
 Proficient in all Microsoft applications and HRIS systems ( Banner , PeopleAdmin , Personnel Management Information ( PMIS ) System and 
 Benefits Eligib..."
2404,333,0.0014758453931185986,"Semantic Similarity Score: 0.08. Matching Keywords: experience. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","PRODUCT SPECIALISTS 
 Professional Summary 
 To obtain a Merchandising position within a company to provide a style and culture that exudes ones present mindset of the retail industry . 
 Ultimately to provide an excellent customer experience in order to maximize revenues and market share to receive a healthy return on investment . 
 Experience 
 08/2014 to Current 
 Product Specialists Company Name ï¼​ City , State 
 Responsibilities for this role include receiving and answering customer inquir..."
2405,2211,0.0014730645837855894,"Semantic Similarity Score: 0.06. Matching Keywords: experience. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","COMMUNICATIONS DIRECTOR 
 Professional Summary 
 Seasoned communications pro and results - driven communications strategist with award - winning writing and editing credentials , proven successes 
 in media relations / pitching , and longtime experience in Web and social media content . 
 Skills 
 Superior verbal and written communication skills Brand development and management 
 Excellent media contacts Analytical thinker 
 Crisis communication PowerPoint presentations 
 Web content Adobe Photo..."
2406,1608,0.0014727121237290398,"Semantic Similarity Score: 0.06. Matching Keywords: experience. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","FINANCE DIRECTOR 
 Summary 
 Marketing Manager accomplished in all aspects of campaign development , including copywriting and editing , list selection , email , social media 
 marketing and production . Excited to grow with a company that is innovative , groundbreaking and revolutionary in the fields of journalism and 
 social media . 
 Education 
 2015 
 Bachelor of Arts : Journalism Southern Illinois University ï¼​ City , , 
 2012 
 Associate of Arts : Creative Writing Lincoln College ï¼​ , ,..."
2407,2350,0.0014580261992265448,"Semantic Similarity Score: 0.08. Matching Keywords: experience. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","SALES 
 Summary 
 I am looking for a career position with a company that I can be rewarded by my desire to succeed . Â I am a self starter and motivated to do my 
 best . Â I am comfortable doing what it takes to create new business and have an excellent history of retaining current business . 
 Skills 
 Self Starter 
 Motivated 
 Client Relations 
 Success Driven 
 Experience 
 Sales 12/2015 to Current Company Name City , State 
 Sales of phones , plans , home security and satellite in a retail..."
2408,1220,0.0014518927373571248,"Semantic Similarity Score: 0.07. Matching Keywords: experience. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","CONSULTANT 
 Summary 
 USE MY SKILLS TO MEET THE REQUIREMENTS OF THE COMPANY I WORK FOR IN ORDER TO COMPLETE THE 
 COMPANIES . 
 Skills 
 Excel and Microsoft Office Read Schematics and Blue Prints 
 Work History 
 Company Name 
 Experience 
 Company , State Consultant Had Classes for safety and handed out rule books to personnel . Set up programs on their computers help 
 them keep current location of their inventory ( Rail Cars ) . Set up a process for computer personnel to report information o..."
2409,2443,0.0014500119572440147,"Semantic Similarity Score: 0.08. Matching Keywords: experience. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","TEACHER 
 Summary 
 Dedicated teaching and counseling educator with 17 of experience . 
 I have successfully taught English to students , both children and adults , Â that were new to the country as well as helped and supported them as 
 they Â assimilated to the school system and culture . Â I have also successfully implemented an IB and a regular Spanish curriculum to Middle 
 and High School students with different levels of language proficiency . 
 During my career , I have implemented Â the..."
2410,998,0.0014402027810072888,"Semantic Similarity Score: 0.08. Matching Keywords: experience. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","CHEF 
 Summary 
 Highly organized and efficient in fast - paced multitasking environments ; able to prioritize effectively to accomplish objectives with creativity , 
 enthusiasm and humor . Â An experienced supervisor and trainer ; able to explain information clearly , recognize excellence in individuals , and inspire 
 team members to achieve their potential while working toward common goals . 
 Experience 
 07/2009 to 07/2014 
 Chef Company Name ï¼​ City , State 
 Prepared food items consiste..."
2411,122,0.0014132339653060045,"Semantic Similarity Score: 0.07. Matching Keywords: experience. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","EXPRESS SCRIPTS 
 Summary 
 Responsible and mature Retail Sales Consultant who thrives in fast - paced environments . Enjoys working as part of a team to achieve sales goals . 
 Accomplishments 
 Fulfilled all supervisory duties when Manager was on vacation . 
 Named "" Employee of the Month "" . 
 Received numerous â€œexceeds expectationsâ€​ ratings on performance reviews . 
 Met monthly sales goals for numerous months . 
 Supervised team of three staff members . 
 Experience 
 Express Scripts 
 ..."
2412,2302,0.001411972208540822,"Semantic Similarity Score: 0.05. Matching Keywords: experience. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","SALES ASSOCIATE 
 Core Qualifications 
 Working knowledge of Microsoft Office ( Word , PowerPoint , Excel , , Publisher 
 Education and 
 May 2016 
 Bachelor of Science : Communications Public Relations Political Science SALEM STATE UNIVERSITY ï¼​ City , State Communications Public 
 Relations Political Science 
 Work Experience 
 12/2016 to Current 
 Sales Associate Company Name ï¼​ City , State 
 Respond to member inquires via email or phone . 
 Establish referral programs using OTF sales syst..."
2413,510,0.0013923590439615442,"Semantic Similarity Score: 0.07. Matching Keywords: experience. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","AUTOMOBILE SERVICE MANAGER 
 Summary 
 Attentive Automobile Service Manager with comprehensive knowledge of the automobile industry . Adept at providing an optimal level of customer 
 support that includes speedy resolutions to customer service issues . Specialize in managing an able staff to meet customer expectations . 
 Experience 
 05/2013 to Current 
 Automobile Service Manager Company Name ï¼​ City , State 
 Ensured that warranty specifications were upheld when work was performed Managed v..."
2414,2358,0.00137872351387001,"Semantic Similarity Score: 0.08. Matching Keywords: experience. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, analysis, demonstrate, seeking, candidate, solving, data, world, hands.","SALES 
 Executive Summary 
 Twenty years of experience in all aspects of sales / marketing management Focused , goal and profit - oriented . Proven track record of sustainable 
 growth in existing market , and development of business in new markets . Effective organizational , communication , technical , leadership , personnel 
 training / development , and public relations skills . Established reputation for professionalism , taking initiative , productivity , and dependability , 
 attention to..."
